Mobile and extrachromosomal element functions	176.995795982663	537.46321936565	227.310176426653	124.285126436881	226.378923582215	306.807838353433	227.653344536971	747.096786813708	189.281623839425	250.808581583054	279.310770472868	179.395612501729	228.416468381165	306.911597964541	203.833187103616	256.492702664088	292.110740152337	457.14081108409	578.863680549213	318.880661817957	571.437701598092	789.346205940397	547.031851696739	261.573743100355	245.692903278184	216.626940175728	417.745990078378	630.319272027427	586.676035429063	439.730472482749	577.602023935746	497.641988438727	363.607861782377	267.753978543893	158.24308769658	531.774573984554	247.652138864025
no TIGRFAM	47480.4740691907	90653.0026082325	34190.480869827	38729.2449116667	67654.9040476395	76479.0226378961	55727.3869935496	82282.3921444325	58026.596357243	48859.424186763	57863.484480695	55596.4113957258	43483.5304247922	71323.666071503	53613.576074453	52151.5964319218	38499.2520427157	53041.6656196996	50190.5977102347	31571.1977460901	47104.1347658267	86977.79317114	80376.6428308952	50516.4579050099	56997.0160877204	70497.3614585679	76818.3450621166	60647.0465938947	80332.7456807587	57560.0166232522	73405.4649069848	62664.5242176793	39725.6846450963	56725.2585917398	59853.922398132	62969.182346241	73594.8989785382
Protein fate	3047.52785935068	8008.60430819631	2453.53750844631	3592.5667381886	6433.59549218246	6813.4016649924	5079.96039473053	8945.7244329749	5558.09009509358	5436.2100616986	5453.28735984627	4772.25989589269	4416.53674568358	7916.04560337884	5692.36357202178	6472.31886422571	3807.78102808262	5554.26736311699	5145.50868331601	3160.50908733874	4983.63939534984	9528.06196488374	8327.35267420237	5975.68504694281	6897.11676948876	5773.01060356218	7958.76267530691	5460.03409763745	8555.34970274313	6115.8405135927	7891.42228755124	6780.99481807353	4043.62241838974	5767.69870349995	5425.81167749556	6556.12549980596	7892.84923893202
Protein synthesis	4611.87647090707	11599.1424380895	4089.05122169504	5418.02406821252	9999.14577019907	10019.3757758552	7600.83121350924	13240.2919079109	8113.10749428169	8806.52663748571	8520.55413573318	7080.27054868496	6906.05357515228	12253.903636899	8617.14741697893	9832.01559519155	6323.56386987542	8939.26844133657	7411.48620640446	4447.19116372958	7336.46933395595	14114.2181240043	12814.6931675274	9191.41077966696	10393.6539307869	9136.60755922702	12089.1437060264	8556.94174025793	12919.2667051573	9162.9130081856	11899.4722692457	10166.200329914	6117.75493187492	8468.41853549621	7977.57845046315	9560.24832282982	11680.5085704774
Purines, pyrimidines, nucleosides, and nucleotides	1496.88208422369	3704.84517741592	1123.59357749125	1695.37085159954	2935.7436675779	2944.11993885344	2307.50431434503	4188.16070827489	2553.6391518808	2664.95300223877	2662.70192207494	2482.24806583554	2255.69220745948	3892.58112786961	2874.92182375416	3020.97802275274	1996.86892540475	2811.11553134844	2393.68760453623	1379.06537505164	2227.65212123627	4467.99015759229	4069.29744565074	2937.84892936921	3416.89980654577	2695.54702246687	3928.94531940048	2647.56798931245	4054.56486617928	2933.31822647818	3838.98457606817	3233.86037013458	1886.20517382032	2565.42961802393	2501.04545898304	3352.78682101146	3837.20338382145
Regulatory functions	1644.13299680719	4703.16742191438	1137.26476102514	1589.41418867186	3137.65319551181	3547.86831413937	2542.40803489484	4568.20686102354	2721.42854255236	2979.71442766857	2660.79270203067	2559.24757534984	2352.31719180649	4197.23948886789	3093.50923516782	3151.79935485272	2166.52060377812	2911.3381806956	2672.60562297722	1567.93267527242	2556.12379755144	4781.60730598389	4217.01745082477	2900.66589926876	3240.70161405724	2620.17756036627	3738.9587515397	2775.36364580454	3970.54378017061	2923.80500739197	3780.42889381969	3262.55889368202	2185.95813552459	2577.82538876231	2571.08787598723	2953.97682589755	3493.64636279211
Signal transduction	556.813941989958	1695.47975082212	407.921600398492	555.313930828452	1141.93558172504	1267.62229017336	837.170085714286	1606.14190012142	947.718410635617	1024.21585862679	1025.79932517501	948.962314078808	858.489125075639	1513.96026107147	1110.1553244697	1067.25431252471	746.865785337385	1125.54399311379	955.663445053311	567.206730634364	889.597844940389	1685.37802902518	1547.63814174544	1059.50197254849	1197.1320627714	913.636763588067	1318.3964473332	1028.78859010194	1403.47520157595	972.466529878458	1360.58355267154	1211.52785532513	830.716698281508	955.653162269703	874.481369049189	1055.88843688859	1227.65708531625
Transcription	733.584796685866	2112.36647315996	627.347315738323	831.100811135231	1549.75715487856	1667.31709948201	1247.33283124311	2204.82758037542	1432.05936536104	1279.41570829656	1376.70793323212	1171.23597711385	1136.33423794359	2102.3662802047	1527.12206056327	1635.46515290151	1041.8297516831	1352.24985984176	1312.48505640416	781.275147095806	1224.31793957095	2313.826952132	2117.11304387069	1486.89443863735	1738.66336142622	1414.99608632538	1934.83065240417	1300.922137301	2153.51740225947	1492.5516471194	1993.08665968231	1750.29667247678	942.723549344307	1339.30718609442	1295.85634357773	1692.95941136579	1953.72878579374
Transport and binding proteins	4817.23026856575	13980.1110120334	3373.36423507398	4985.13021268811	9751.92223587486	10495.1318992639	7770.48829524569	11654.2292810827	8403.53237130047	6508.1674143319	7315.71974952005	7468.19521794852	5979.00551768844	11003.6004341455	8603.78982975977	7962.3960388579	5395.36975682256	7107.21208776268	7107.08091885939	4216.83180898802	6287.67179254676	12392.9290836899	11066.5525516877	7534.68908023559	8608.47613609362	8121.52592594264	10962.7658487642	7576.88144666757	11593.6763354011	8028.36485533968	10607.1297096072	9073.02060561546	4908.15803592593	7840.01656551428	8246.12923626159	8692.59413466507	10558.5751650387
Unclassified	1.40593145525	0.6432155677217	0.455358531107	0.596641487644	0.475420911682	1.29007753416	0.583697861111	0.697140178576	0	0.885335732041	0.182697340087	0	0.111831572298	0	0	0.542721759829	0	0	0	0.332830819704	0.5174603182179	0.654657091399	12.132149664405	1.61999930419	1.41939880106	1.377185004432	0.801056873198	6.466923398056	3.66667622507	1.34980412925	10.014283735309	4.037665806228	4.311683475398	5.500734909759	1.31277015415	5.784961173639	2.869630535517
Unknown function	1542.81541273315	3076.85276551856	1050.39655471659	1320.76185114911	2398.70478761685	2561.12697053794	1896.13544208206	3124.46155688295	2114.27578944242	2264.40413573899	2060.68375427205	2237.61061339089	1570.77303418431	2871.20296447136	2117.04327065235	2121.03548657738	1594.94307192947	2179.01631804254	1804.12875101163	1071.73696479215	1730.3312638016	3306.51606359592	3299.56976707593	1994.16494094148	2275.2094765921	2363.14186636531	2987.25867377685	2465.6325779303	3153.46776287734	2327.24815753859	2868.85751277561	2368.21235145652	1606.66490840707	2314.50738064062	2001.86646614063	2328.12397390077	2727.7622305744
